total_cost_usd,duration_minutes,repo_name,head_sha,workflow_name,yaml_line_count,yaml_depth,job_count,total_steps,avg_steps_per_job,uses_matrix_strategy,matrix_dimensions,matrix_permutations,fail_fast,os_label,container_image,timeout_minutes,unique_actions_used,is_using_setup_actions,is_using_docker_actions,is_using_cache,env_var_count,if_condition_count,needs_dependencies_count,code_complexity,primary_language
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.008400000000000001,1.05,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Lint,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.015466666666666667,1.9333333333333333,plankanban/planka,8009fbacc62b5c5e7ff324e1cef7e7e976fcf592,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,npm_and_yarn in /client for bn.js - Update #1256903257,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.007733333333333333,0.9666666666666667,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Publish Release Package,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.2524,31.55,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Image,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.24506666666666665,30.633333333333333,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Push Docker Nightly Image,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.004,0.5,plankanban/planka,d5d3f1de4461f55de8253ce01dc53bb126538180,Release Charts,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.2296,28.7,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Push Docker Nightly Image,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,4e9e842e3dd48a12c3d71ff22ea84e889feaa298,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.016133333333333333,2.0166666666666666,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.24,30.0,plankanban/planka,605dcace54be68421c6562b9c26e5182fb177e76,Build and Push Docker Nightly Image,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.0088,1.1,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Lint,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.016933333333333335,2.1166666666666667,plankanban/planka,89f84b97749cad36a5a266b8907b67cb5bdd577a,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.008133333333333333,1.0166666666666666,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Lint,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.014933333333333333,1.8666666666666667,plankanban/planka,863e0670289b064cc4bdbea03239c4ba0939e598,Build and Test,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,61,4,1,11,11.0,False,0,1,True,ubuntu,False,0,2,True,False,False,1,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,81,4,1,11,11.0,False,0,1,True,self-hosted,False,0,8,True,True,False,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,87,4,1,11,11.0,False,0,1,True,self-hosted,False,0,7,True,True,False,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,80,4,1,9,9.0,False,0,1,True,ubuntu,False,0,4,True,False,True,7,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,34,4,1,5,5.0,False,0,1,True,ubuntu,False,0,3,True,False,True,0,0,0,0.079309,javascript
0.006533333333333334,0.8166666666666667,plankanban/planka,61753f08ebaf04f1e7a7491b7cc12769f3e9e94c,npm_and_yarn in /. for minimatch - Update #1254473421,45,4,1,5,5.0,False,0,1,True,self-hosted,False,0,3,False,False,False,1,0,0,0.079309,javascript
